device_id,discourse_flow_stage,anchor_term,rhetorical_habitat,habitat_group,sentence
K232145,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"ACUSON Sequoia, Sequoia Select & Origin Ultrasound Division Diagnostic Ultrasound System Traditional 510(k) medical diagnostic ultrasonic fields / Combines IEC 62359 (2010-10) and AMD 1 (2017-09)  AAMI ES60601-1:2005/(R)2012 and A1:2012, C1:2009/(R)2012 and A2:2010/(R)2012 (Consolidated Text) Medical electrical equipment - Part 1: General requirements for basic safety and essential performance (IEC 60601- 1:2005)  IEC 60601-1:2005/A1(2012), Medical electric equipment – Part 1: General requirem"
K232148,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"During execution of the surgical procedure, the X-Guide® Surgical Navigation System correlates between the surgical plan and the surgeon’s actual performance."
K232148,beta2_c_and_b,mitigation,generic_regulatory_other,F_other_regulatory,"The Navigation Assembly contains two cameras oriented in a stereo configuration, along with blue lighting for illuminating the patterns and mitigating ambient lighting noise."
K232148,beta2_c_and_b,monitoring,device_hardware_monitor,D_technical_depoliticized,"The X-Guide® Surgical Navigation System consists of a Mobile Cart, equipped with an LCD Monitor, Boom Arm, Navigation Assembly, Keyboard, Mouse and an Electronics Enclosure."
K232156,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,"In a subgroup analysis, the benefit of the software was most substantial among the non-neuroradiologist expert reader which typically evaluates CT scans in community hospitals and primary stroke centers."
K232156,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,"Performance Standards: Rapid has been developed in conformance with the following standards, as applicable: ISO 14971:2019 Application of Risk Management to Medical Devices IEC 62304:2015 Medical device software – Software lifecycle processes IEC 62366:2015 Application of Usability Engineering to Medical Devices NEMA PS 3.1 - 3.20 Digital Imaging and Communications in Medicine (DICOM) Rapid has been designed to meet cybersecurity requirements using design Vulnerability Assessments, SBOM’s, and P"
K232156,beta2_c_and_b,mitigation,generic_regulatory_other,F_other_regulatory,"However, based on the performance data and the application of mitigating measures (general controls and special controls established for this device type), use of the device is unlikely to decrease diagnostic performance of the user and possible misuse of the device does not present additional risks compared with misuse of other types of radiological image processing devices."
K232156,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"Performance Standards: Rapid has been developed in conformance with the following standards, as applicable: ISO 14971:2019 Application of Risk Management to Medical Devices IEC 62304:2015 Medical device software – Software lifecycle processes IEC 62366:2015 Application of Usability Engineering to Medical Devices NEMA PS 3.1 - 3.20 Digital Imaging and Communications in Medicine (DICOM) Rapid has been designed to meet cybersecurity requirements using design Vulnerability Assessments, SBOM’s, and P"
K232237,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,"Similar effect trend was also shown within the subgroup analysis, as evidence that the device accuracy is consistent with age groups and relevant pre-existing conditions."
K232237,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,"cleared FDA the both evaluation predicate predicate stethoscope was by Similar reference for the of the the to as as Same Same similarSummary analysis recordings, previously (K220766) performance employed to and the of are user."
K232237,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"Standards Conformance  ANSI AAMI ISO 14971:2019, Medical devices - Application of risk management to medical devices  ANSI AAMI IEC 62304:2006/A1:2016, Medical device software - Software life cycle processes  ISO 15223-1 Fourth edition 2021-07, Medical devices - Symbols to be used with information to be supplied by the manufacturer - Part 1: General requirements."
K232257,beta2_c_and_b,performance,governance_compliance,C_governance_compliance,Page 7 of 12 Non-Clinical Performance Testing Summary Clarius Bladder AI was designed and developed by Clarius Mobile Health Corp.
K232257,beta2_c_and_b,mitigation,generic_regulatory_other,F_other_regulatory,A comprehensive risk analysis was performed for the subject device and appropriate risk controls have been implemented to mitigate hazards.
K232257,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,Non-clinical performance testing has demonstrated that Clarius Bladder AI complies with the following FDA-recognized consensus standards: Standard Title of Standard Recognition Number 13-79 IEC 62304:2006 + A1:2015 - Medical device software — Software life cycle processes 5-125 ISO 14971:2019 Medical devices — Application of risk management to medical devices 12-349 NEMA PS 3.1 - 3.20 (2022d) Digital Imaging and Communications in Medicine (DICOM) Set 5-129 IEC 62366-1:2015 + A1:2020 Medical devi
K232305,beta2_c_and_b,bias,generic_regulatory_other,F_other_regulatory,"Each set is annotated by a disjoint group of annotator, reviewer, and clinical expert, with the expert randomly assigned per case to minimize annotation bias."
K232305,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,Siemens Healthineers has determined that AI-Rad Companion Brain MR VA50 is comparable to icobrain (K192130) as it has similar technological and performance characteristics with respect to the white matter hyperintensities feature (cleared in predicate K213706) and white matter hyperintensities follow-up feature.
K232305,beta2_c_and_b,mitigation,governance_compliance,C_governance_compliance,Risk management is ensured via ISO 14971:2019 compliance to identify and provide mitigation of potential hazards in a risk analysis early in the design phase and continuously throughout the development of the product.
K232305,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,Reference Standards Recognition Product Title of Standard Number and Development Number Area Date Organization 5-129 General Medical Devices – Application IEC 62366-1 IEC of usability engineering to Edition 1.1 medical devices [including 2020-06 Corrigendum 1 (2016)] CONSOLIDATED VERSION 5-125 General Medical Devices – application ISO 14971 Third ISO of risk management to Edition 2019-12 medical devices 13-79 Software/ Medical device software – IEC 62304 AAMI Informatics software life cycle proc
K232322,beta2_c_and_b,bias,technical_statistical_bias,D_technical_depoliticized,- Bias field correction (marketing name: Deep RxE) is a deep learning image filter.
K232322,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,"separated into independent training, validation and test datasets Sample source: in-house Sample source: in-house measurements measurements and collaboration partners Patient Clinical subgroups: No clinical subgroups have Gender distribution: Characteristics been defined for the datasets."
K232322,beta2_c_and_b,performance,generic_regulatory_other,F_other_regulatory,Modified Hardware - Main components such as: - Upgrade of GPA to increase the gradient performance which leads to an improvement of the imaging.
K232322,beta2_c_and_b,mitigation,governance_compliance,C_governance_compliance,"Risk Management is ensured via a risk analysis in compliance with ISO 14971, to identify and provide mitigation of potential hazards early in the design cycle and continuously throughout the development of the product."
K232322,beta2_c_and_b,monitoring,generic_regulatory_other,F_other_regulatory,- MC-PALI: New component for monitoring RF power on all transmit channels.
K232322,beta2_c_and_b,risk_management,governance_compliance,C_governance_compliance,"Risk Management is ensured via a risk analysis in compliance with ISO 14971, to identify and provide mitigation of potential hazards early in the design cycle and continuously throughout the development of the product."
K232381,beta2_c_and_b,subgroup,subgroup_stratification,E_subgroup_performance,"characterized performance ∙ The number of individual patient’s images were collected from: 50+ patients ∙ The number of samples, if different from above, and the relationship between the two: 330+ images Information about ∙ Gender: Male & Female clinical subgroups and ∙ Age: Reproductive age, confounders present specific age not collected."
